
CAEN Rev.2  (activitati ale economiei nationale), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Lei  lei RON (incepand cu 2005), Valoare
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2011, Lei, 1034
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2012, Lei, 1013
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea SUD-VEST OLTENIA, Anul 2013, Lei, 1014
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Dolj, Anul 2011, Lei, 1083
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Dolj, Anul 2012, Lei, 1018
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Dolj, Anul 2013, Lei, 1140
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Gorj, Anul 2011, Lei, 832
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Gorj, Anul 2012, Lei, 803
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Gorj, Anul 2013, Lei, 878
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Mehedinti, Anul 2011, Lei, 957
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Mehedinti, Anul 2012, Lei, 965
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Mehedinti, Anul 2013, Lei, 872
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Olt, Anul 2011, Lei, 938
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Olt, Anul 2012, Lei, 930
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Olt, Anul 2013, Lei, 860
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Valcea, Anul 2011, Lei, 1082
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Valcea, Anul 2012, Lei, 1286
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Valcea, Anul 2013, Lei, 997
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea VEST, Anul 2011, Lei, 1159
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea VEST, Anul 2012, Lei, 1184
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Regiunea VEST, Anul 2013, Lei, 1206
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Arad, Anul 2011, Lei, 1314
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Arad, Anul 2012, Lei, 1109
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Arad, Anul 2013, Lei, 1318
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Caras-Severin, Anul 2011, Lei, 856
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Caras-Severin, Anul 2012, Lei, 919
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Caras-Severin, Anul 2013, Lei, 1012
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Hunedoara, Anul 2011, Lei, 860
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Hunedoara, Anul 2012, Lei, 1040
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Hunedoara, Anul 2013, Lei, 871
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Timis, Anul 2011, Lei, 1282
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Timis, Anul 2012, Lei, 1358
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Masculin, Timis, Anul 2013, Lei, 1363
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, TOTAL, Anul 2011, Lei, 1103
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, TOTAL, Anul 2012, Lei, 1176
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, TOTAL, Anul 2013, Lei, 1192
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA UNU, Anul 2011, Lei, 937
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA UNU, Anul 2012, Lei, 965
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA UNU, Anul 2013, Lei, 976
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-VEST, Anul 2011, Lei, 885
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-VEST, Anul 2012, Lei, 955
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-VEST, Anul 2013, Lei, 945
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bihor, Anul 2011, Lei, 776
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bihor, Anul 2012, Lei, 804
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bihor, Anul 2013, Lei, 870
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bistrita-Nasaud, Anul 2011, Lei, 800
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bistrita-Nasaud, Anul 2012, Lei, 787
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bistrita-Nasaud, Anul 2013, Lei, 834
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Cluj, Anul 2011, Lei, 1086
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Cluj, Anul 2012, Lei, 1111
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Cluj, Anul 2013, Lei, 1120
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Maramures, Anul 2011, Lei, 828
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Maramures, Anul 2012, Lei, 1147
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Maramures, Anul 2013, Lei, 889
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Satu Mare, Anul 2011, Lei, 821
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Satu Mare, Anul 2012, Lei, 904
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Satu Mare, Anul 2013, Lei, 892
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Salaj, Anul 2011, Lei, 760
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Salaj, Anul 2012, Lei, 685
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Salaj, Anul 2013, Lei, 742
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea CENTRU, Anul 2011, Lei, 993
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea CENTRU, Anul 2012, Lei, 975
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea CENTRU, Anul 2013, Lei, 1009
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Alba, Anul 2011, Lei, 849
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Alba, Anul 2012, Lei, 795
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Alba, Anul 2013, Lei, 817
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Brasov, Anul 2011, Lei, 1167
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Brasov, Anul 2012, Lei, 1230
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Brasov, Anul 2013, Lei, 1137
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Covasna, Anul 2011, Lei, 839
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Covasna, Anul 2012, Lei, 818
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Covasna, Anul 2013, Lei, 996
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Harghita, Anul 2011, Lei, 794
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Harghita, Anul 2012, Lei, 907
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Harghita, Anul 2013, Lei, 912
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Mures, Anul 2011, Lei, 960
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Mures, Anul 2012, Lei, 872
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Mures, Anul 2013, Lei, 963
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Sibiu, Anul 2011, Lei, 1054
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Sibiu, Anul 2012, Lei, 947
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Sibiu, Anul 2013, Lei, 1100
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA DOI, Anul 2011, Lei, 880
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA DOI, Anul 2012, Lei, 891
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA DOI, Anul 2013, Lei, 944
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-EST, Anul 2011, Lei, 863
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-EST, Anul 2012, Lei, 875
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea NORD-EST, Anul 2013, Lei, 922
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bacau, Anul 2011, Lei, 851
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bacau, Anul 2012, Lei, 940
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Bacau, Anul 2013, Lei, 978
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Botosani, Anul 2011, Lei, 743
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Botosani, Anul 2012, Lei, 892
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Botosani, Anul 2013, Lei, 832
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Iasi, Anul 2011, Lei, 947
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Iasi, Anul 2012, Lei, 882
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Iasi, Anul 2013, Lei, 967
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Neamt, Anul 2011, Lei, 762
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Neamt, Anul 2012, Lei, 808
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Neamt, Anul 2013, Lei, 930
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Suceava, Anul 2011, Lei, 940
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Suceava, Anul 2012, Lei, 754
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Suceava, Anul 2013, Lei, 903
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vaslui, Anul 2011, Lei, 699
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vaslui, Anul 2012, Lei, 1100
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vaslui, Anul 2013, Lei, 752
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-EST, Anul 2011, Lei, 898
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-EST, Anul 2012, Lei, 905
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-EST, Anul 2013, Lei, 964
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Braila, Anul 2011, Lei, 871
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Braila, Anul 2012, Lei, 835
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Braila, Anul 2013, Lei, 961
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Buzau, Anul 2011, Lei, 800
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Buzau, Anul 2012, Lei, 901
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Buzau, Anul 2013, Lei, 1029
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Constanta, Anul 2011, Lei, 886
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Constanta, Anul 2012, Lei, 933
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Constanta, Anul 2013, Lei, 1049
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Galati, Anul 2011, Lei, 1037
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Galati, Anul 2012, Lei, 895
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Galati, Anul 2013, Lei, 903
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Tulcea, Anul 2011, Lei, 915
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Tulcea, Anul 2012, Lei, 903
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Tulcea, Anul 2013, Lei, 753
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vrancea, Anul 2011, Lei, 788
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vrancea, Anul 2012, Lei, 885
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Vrancea, Anul 2013, Lei, 830
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA TREI, Anul 2011, Lei, 1475
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA TREI, Anul 2012, Lei, 1702
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, MACROREGIUNEA TREI, Anul 2013, Lei, 1651
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-MUNTENIA, Anul 2011, Lei, 907
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-MUNTENIA, Anul 2012, Lei, 959
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea SUD-MUNTENIA, Anul 2013, Lei, 1042
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Arges, Anul 2011, Lei, 911
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Arges, Anul 2012, Lei, 947
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Arges, Anul 2013, Lei, 1096
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Calarasi, Anul 2011, Lei, 929
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Calarasi, Anul 2012, Lei, 786
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Calarasi, Anul 2013, Lei, 779
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Dambovita, Anul 2011, Lei, 836
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Dambovita, Anul 2012, Lei, 896
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Dambovita, Anul 2013, Lei, 1026
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Giurgiu, Anul 2011, Lei, 734
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Giurgiu, Anul 2012, Lei, 796
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Giurgiu, Anul 2013, Lei, 946
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ialomita, Anul 2011, Lei, 953
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ialomita, Anul 2012, Lei, 956
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ialomita, Anul 2013, Lei, 916
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Prahova, Anul 2011, Lei, 1020
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Prahova, Anul 2012, Lei, 1134
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Prahova, Anul 2013, Lei, 1166
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Teleorman, Anul 2011, Lei, 709
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Teleorman, Anul 2012, Lei, 725
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Teleorman, Anul 2013, Lei, 852
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2011, Lei, 1720
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2012, Lei, 1997
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2013, Lei, 1924
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ilfov, Anul 2011, Lei, 1819
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ilfov, Anul 2012, Lei, 2137
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Ilfov, Anul 2013, Lei, 1803
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Municipiul Bucuresti, Anul 2011, Lei, 1707
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Municipiul Bucuresti, Anul 2012, Lei, 1976
G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR, Feminin, Municipiul Bucuresti, Anul 2013, Lei, 1941
