
Categorii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii mc, Valoare
Diverse specii tari, Brasov, Anul 2008, Mii metri cubi, 58.3
Diverse specii tari, Brasov, Anul 2009, Mii metri cubi, 52.6
Diverse specii tari, Brasov, Anul 2010, Mii metri cubi, 64.4
Diverse specii tari, Brasov, Anul 2011, Mii metri cubi, 62.8
Diverse specii tari, Brasov, Anul 2012, Mii metri cubi, 67.4
Diverse specii tari, Brasov, Anul 2013, Mii metri cubi, 61.6
Diverse specii tari, Brasov, Anul 2014, Mii metri cubi, 57.9
Diverse specii tari, Brasov, Anul 2015, Mii metri cubi, 62.3
Diverse specii tari, Covasna, Anul 1990, Mii metri cubi, 44.3
Diverse specii tari, Covasna, Anul 1991, Mii metri cubi, 34
Diverse specii tari, Covasna, Anul 1992, Mii metri cubi, 36.5
Diverse specii tari, Covasna, Anul 1993, Mii metri cubi, 32
Diverse specii tari, Covasna, Anul 1994, Mii metri cubi, 28.6
Diverse specii tari, Covasna, Anul 1995, Mii metri cubi, 29.1
Diverse specii tari, Covasna, Anul 1996, Mii metri cubi, 19.3
Diverse specii tari, Covasna, Anul 1997, Mii metri cubi, 23.8
Diverse specii tari, Covasna, Anul 1998, Mii metri cubi, 21.9
Diverse specii tari, Covasna, Anul 1999, Mii metri cubi, 19.5
Diverse specii tari, Covasna, Anul 2000, Mii metri cubi, 21.6
Diverse specii tari, Covasna, Anul 2001, Mii metri cubi, 17.3
Diverse specii tari, Covasna, Anul 2002, Mii metri cubi, 19.8
Diverse specii tari, Covasna, Anul 2003, Mii metri cubi, 24.8
Diverse specii tari, Covasna, Anul 2004, Mii metri cubi, 37.8
Diverse specii tari, Covasna, Anul 2005, Mii metri cubi, 33.5
Diverse specii tari, Covasna, Anul 2006, Mii metri cubi, 27.2
Diverse specii tari, Covasna, Anul 2007, Mii metri cubi, 30.5
Diverse specii tari, Covasna, Anul 2008, Mii metri cubi, 32.6
Diverse specii tari, Covasna, Anul 2009, Mii metri cubi, 35.1
Diverse specii tari, Covasna, Anul 2010, Mii metri cubi, 34.2
Diverse specii tari, Covasna, Anul 2011, Mii metri cubi, 38.6
Diverse specii tari, Covasna, Anul 2012, Mii metri cubi, 43.3
Diverse specii tari, Covasna, Anul 2013, Mii metri cubi, 50.7
Diverse specii tari, Covasna, Anul 2014, Mii metri cubi, 49.7
Diverse specii tari, Covasna, Anul 2015, Mii metri cubi, 43.6
Diverse specii tari, Harghita, Anul 1990, Mii metri cubi, 26.5
Diverse specii tari, Harghita, Anul 1991, Mii metri cubi, 24.9
Diverse specii tari, Harghita, Anul 1992, Mii metri cubi, 14.3
Diverse specii tari, Harghita, Anul 1993, Mii metri cubi, 13
Diverse specii tari, Harghita, Anul 1994, Mii metri cubi, 9.2
Diverse specii tari, Harghita, Anul 1995, Mii metri cubi, 10.3
Diverse specii tari, Harghita, Anul 1996, Mii metri cubi, 7.5
Diverse specii tari, Harghita, Anul 1997, Mii metri cubi, 7.5
Diverse specii tari, Harghita, Anul 1998, Mii metri cubi, 7.7
Diverse specii tari, Harghita, Anul 1999, Mii metri cubi, 9.8
Diverse specii tari, Harghita, Anul 2000, Mii metri cubi, 13.7
Diverse specii tari, Harghita, Anul 2001, Mii metri cubi, 10
Diverse specii tari, Harghita, Anul 2002, Mii metri cubi, 11.6
Diverse specii tari, Harghita, Anul 2003, Mii metri cubi, 10.6
Diverse specii tari, Harghita, Anul 2004, Mii metri cubi, 11.3
Diverse specii tari, Harghita, Anul 2005, Mii metri cubi, 14.2
Diverse specii tari, Harghita, Anul 2006, Mii metri cubi, 15.2
Diverse specii tari, Harghita, Anul 2007, Mii metri cubi, 14.4
Diverse specii tari, Harghita, Anul 2008, Mii metri cubi, 26
Diverse specii tari, Harghita, Anul 2009, Mii metri cubi, 20.3
Diverse specii tari, Harghita, Anul 2010, Mii metri cubi, 16.3
Diverse specii tari, Harghita, Anul 2011, Mii metri cubi, 22.5
Diverse specii tari, Harghita, Anul 2012, Mii metri cubi, 29.3
Diverse specii tari, Harghita, Anul 2013, Mii metri cubi, 27.4
Diverse specii tari, Harghita, Anul 2014, Mii metri cubi, 25.5
Diverse specii tari, Harghita, Anul 2015, Mii metri cubi, 31.5
Diverse specii tari, Mures, Anul 1990, Mii metri cubi, 53.3
Diverse specii tari, Mures, Anul 1991, Mii metri cubi, 74.2
Diverse specii tari, Mures, Anul 1992, Mii metri cubi, 74.7
Diverse specii tari, Mures, Anul 1993, Mii metri cubi, 74.1
Diverse specii tari, Mures, Anul 1994, Mii metri cubi, 44.7
Diverse specii tari, Mures, Anul 1995, Mii metri cubi, 49.2
Diverse specii tari, Mures, Anul 1996, Mii metri cubi, 43
Diverse specii tari, Mures, Anul 1997, Mii metri cubi, 42.7
Diverse specii tari, Mures, Anul 1998, Mii metri cubi, 34.9
Diverse specii tari, Mures, Anul 1999, Mii metri cubi, 44.4
Diverse specii tari, Mures, Anul 2000, Mii metri cubi, 57.6
Diverse specii tari, Mures, Anul 2001, Mii metri cubi, 63.2
Diverse specii tari, Mures, Anul 2002, Mii metri cubi, 56.1
Diverse specii tari, Mures, Anul 2003, Mii metri cubi, 76.8
Diverse specii tari, Mures, Anul 2004, Mii metri cubi, 81
Diverse specii tari, Mures, Anul 2005, Mii metri cubi, 93
Diverse specii tari, Mures, Anul 2006, Mii metri cubi, 93.5
Diverse specii tari, Mures, Anul 2007, Mii metri cubi, 80.7
Diverse specii tari, Mures, Anul 2008, Mii metri cubi, 82.9
Diverse specii tari, Mures, Anul 2009, Mii metri cubi, 103.1
Diverse specii tari, Mures, Anul 2010, Mii metri cubi, 56.2
Diverse specii tari, Mures, Anul 2011, Mii metri cubi, 108.6
Diverse specii tari, Mures, Anul 2012, Mii metri cubi, 111.4
Diverse specii tari, Mures, Anul 2013, Mii metri cubi, 96.7
Diverse specii tari, Mures, Anul 2014, Mii metri cubi, 107.2
Diverse specii tari, Mures, Anul 2015, Mii metri cubi, 49.6
Diverse specii tari, Sibiu, Anul 1990, Mii metri cubi, 95.8
Diverse specii tari, Sibiu, Anul 1991, Mii metri cubi, 78.6
Diverse specii tari, Sibiu, Anul 1992, Mii metri cubi, 68
Diverse specii tari, Sibiu, Anul 1993, Mii metri cubi, 54.1
Diverse specii tari, Sibiu, Anul 1994, Mii metri cubi, 51.2
Diverse specii tari, Sibiu, Anul 1995, Mii metri cubi, 44.2
Diverse specii tari, Sibiu, Anul 1996, Mii metri cubi, 40.8
Diverse specii tari, Sibiu, Anul 1997, Mii metri cubi, 41.8
Diverse specii tari, Sibiu, Anul 1998, Mii metri cubi, 32.6
Diverse specii tari, Sibiu, Anul 1999, Mii metri cubi, 34.2
Diverse specii tari, Sibiu, Anul 2000, Mii metri cubi, 53.3
Diverse specii tari, Sibiu, Anul 2001, Mii metri cubi, 69.8
Diverse specii tari, Sibiu, Anul 2002, Mii metri cubi, 72
Diverse specii tari, Sibiu, Anul 2003, Mii metri cubi, 83.5
Diverse specii tari, Sibiu, Anul 2004, Mii metri cubi, 83.1
Diverse specii tari, Sibiu, Anul 2005, Mii metri cubi, 71.3
Diverse specii tari, Sibiu, Anul 2006, Mii metri cubi, 68.2
Diverse specii tari, Sibiu, Anul 2007, Mii metri cubi, 73.8
Diverse specii tari, Sibiu, Anul 2008, Mii metri cubi, 75.9
Diverse specii tari, Sibiu, Anul 2009, Mii metri cubi, 148.2
Diverse specii tari, Sibiu, Anul 2010, Mii metri cubi, 98.8
Diverse specii tari, Sibiu, Anul 2011, Mii metri cubi, 91.9
Diverse specii tari, Sibiu, Anul 2012, Mii metri cubi, 98.9
Diverse specii tari, Sibiu, Anul 2013, Mii metri cubi, 96.5
Diverse specii tari, Sibiu, Anul 2014, Mii metri cubi, 81.1
Diverse specii tari, Sibiu, Anul 2015, Mii metri cubi, 90.7
Diverse specii tari, Bacau, Anul 1990, Mii metri cubi, 80.5
Diverse specii tari, Bacau, Anul 1991, Mii metri cubi, 76.6
Diverse specii tari, Bacau, Anul 1992, Mii metri cubi, 77.3
Diverse specii tari, Bacau, Anul 1993, Mii metri cubi, 63.1
Diverse specii tari, Bacau, Anul 1994, Mii metri cubi, 72.6
Diverse specii tari, Bacau, Anul 1995, Mii metri cubi, 64.2
Diverse specii tari, Bacau, Anul 1996, Mii metri cubi, 64
Diverse specii tari, Bacau, Anul 1997, Mii metri cubi, 66
Diverse specii tari, Bacau, Anul 1998, Mii metri cubi, 55.8
Diverse specii tari, Bacau, Anul 1999, Mii metri cubi, 68.7
Diverse specii tari, Bacau, Anul 2000, Mii metri cubi, 64.2
Diverse specii tari, Bacau, Anul 2001, Mii metri cubi, 60
Diverse specii tari, Bacau, Anul 2002, Mii metri cubi, 66.5
Diverse specii tari, Bacau, Anul 2003, Mii metri cubi, 68.2
Diverse specii tari, Bacau, Anul 2004, Mii metri cubi, 84
Diverse specii tari, Bacau, Anul 2005, Mii metri cubi, 67.8
Diverse specii tari, Bacau, Anul 2006, Mii metri cubi, 78.5
Diverse specii tari, Bacau, Anul 2007, Mii metri cubi, 66.7
Diverse specii tari, Bacau, Anul 2008, Mii metri cubi, 73.8
Diverse specii tari, Bacau, Anul 2009, Mii metri cubi, 82.7
Diverse specii tari, Bacau, Anul 2010, Mii metri cubi, 83.4
Diverse specii tari, Bacau, Anul 2011, Mii metri cubi, 87.7
Diverse specii tari, Bacau, Anul 2012, Mii metri cubi, 95.9
Diverse specii tari, Bacau, Anul 2013, Mii metri cubi, 95.7
Diverse specii tari, Bacau, Anul 2014, Mii metri cubi, 89
Diverse specii tari, Bacau, Anul 2015, Mii metri cubi, 85.7
Diverse specii tari, Botosani, Anul 1990, Mii metri cubi, 49.9
Diverse specii tari, Botosani, Anul 1991, Mii metri cubi, 40
Diverse specii tari, Botosani, Anul 1992, Mii metri cubi, 44.2
Diverse specii tari, Botosani, Anul 1993, Mii metri cubi, 40
Diverse specii tari, Botosani, Anul 1994, Mii metri cubi, 42
Diverse specii tari, Botosani, Anul 1995, Mii metri cubi, 46
Diverse specii tari, Botosani, Anul 1996, Mii metri cubi, 47.9
Diverse specii tari, Botosani, Anul 1997, Mii metri cubi, 49.1
Diverse specii tari, Botosani, Anul 1998, Mii metri cubi, 53.5
Diverse specii tari, Botosani, Anul 1999, Mii metri cubi, 44.8
Diverse specii tari, Botosani, Anul 2000, Mii metri cubi, 45.1
Diverse specii tari, Botosani, Anul 2001, Mii metri cubi, 47
Diverse specii tari, Botosani, Anul 2002, Mii metri cubi, 46.3
Diverse specii tari, Botosani, Anul 2003, Mii metri cubi, 46.9
Diverse specii tari, Botosani, Anul 2004, Mii metri cubi, 46.6
Diverse specii tari, Botosani, Anul 2005, Mii metri cubi, 43.2
Diverse specii tari, Botosani, Anul 2006, Mii metri cubi, 49.9
Diverse specii tari, Botosani, Anul 2007, Mii metri cubi, 48.9
Diverse specii tari, Botosani, Anul 2008, Mii metri cubi, 39.1
Diverse specii tari, Botosani, Anul 2009, Mii metri cubi, 43.4
Diverse specii tari, Botosani, Anul 2010, Mii metri cubi, 47.8
Diverse specii tari, Botosani, Anul 2011, Mii metri cubi, 44.1
Diverse specii tari, Botosani, Anul 2012, Mii metri cubi, 45.8
Diverse specii tari, Botosani, Anul 2013, Mii metri cubi, 47.7
Diverse specii tari, Botosani, Anul 2014, Mii metri cubi, 50.5
Diverse specii tari, Botosani, Anul 2015, Mii metri cubi, 51
Diverse specii tari, Iasi, Anul 1990, Mii metri cubi, 115.2
Diverse specii tari, Iasi, Anul 1991, Mii metri cubi, 108.1
Diverse specii tari, Iasi, Anul 1992, Mii metri cubi, 106.7
Diverse specii tari, Iasi, Anul 1993, Mii metri cubi, 98.3
Diverse specii tari, Iasi, Anul 1994, Mii metri cubi, 84.3
Diverse specii tari, Iasi, Anul 1995, Mii metri cubi, 77.1
Diverse specii tari, Iasi, Anul 1996, Mii metri cubi, 75.8
Diverse specii tari, Iasi, Anul 1997, Mii metri cubi, 71.2
Diverse specii tari, Iasi, Anul 1998, Mii metri cubi, 75.8
Diverse specii tari, Iasi, Anul 1999, Mii metri cubi, 81.8
Diverse specii tari, Iasi, Anul 2000, Mii metri cubi, 91.6
Diverse specii tari, Iasi, Anul 2001, Mii metri cubi, 89
Diverse specii tari, Iasi, Anul 2002, Mii metri cubi, 86.8
Diverse specii tari, Iasi, Anul 2003, Mii metri cubi, 95.9
Diverse specii tari, Iasi, Anul 2004, Mii metri cubi, 104.1
Diverse specii tari, Iasi, Anul 2005, Mii metri cubi, 91.6
Diverse specii tari, Iasi, Anul 2006, Mii metri cubi, 79.1
Diverse specii tari, Iasi, Anul 2007, Mii metri cubi, 81.2
Diverse specii tari, Iasi, Anul 2008, Mii metri cubi, 82.8
Diverse specii tari, Iasi, Anul 2009, Mii metri cubi, 103.3
Diverse specii tari, Iasi, Anul 2010, Mii metri cubi, 103.6
Diverse specii tari, Iasi, Anul 2011, Mii metri cubi, 98.6
Diverse specii tari, Iasi, Anul 2012, Mii metri cubi, 96.1
Diverse specii tari, Iasi, Anul 2013, Mii metri cubi, 83.6
Diverse specii tari, Iasi, Anul 2014, Mii metri cubi, 80.8
Diverse specii tari, Iasi, Anul 2015, Mii metri cubi, 101.3
Diverse specii tari, Neamt, Anul 1990, Mii metri cubi, 44.5
Diverse specii tari, Neamt, Anul 1991, Mii metri cubi, 58.5
Diverse specii tari, Neamt, Anul 1992, Mii metri cubi, 42.1
Diverse specii tari, Neamt, Anul 1993, Mii metri cubi, 37.5
Diverse specii tari, Neamt, Anul 1994, Mii metri cubi, 43.5
Diverse specii tari, Neamt, Anul 1995, Mii metri cubi, 56.3
Diverse specii tari, Neamt, Anul 1996, Mii metri cubi, 57.5
Diverse specii tari, Neamt, Anul 1997, Mii metri cubi, 46.4
Diverse specii tari, Neamt, Anul 1998, Mii metri cubi, 45.1
Diverse specii tari, Neamt, Anul 1999, Mii metri cubi, 50.7
Diverse specii tari, Neamt, Anul 2000, Mii metri cubi, 51.9
Diverse specii tari, Neamt, Anul 2001, Mii metri cubi, 50.1
Diverse specii tari, Neamt, Anul 2002, Mii metri cubi, 49.5
Diverse specii tari, Neamt, Anul 2003, Mii metri cubi, 48.5
Diverse specii tari, Neamt, Anul 2004, Mii metri cubi, 64
Diverse specii tari, Neamt, Anul 2005, Mii metri cubi, 64
Diverse specii tari, Neamt, Anul 2006, Mii metri cubi, 67.4
Diverse specii tari, Neamt, Anul 2007, Mii metri cubi, 53.9
Diverse specii tari, Neamt, Anul 2008, Mii metri cubi, 47.7
Diverse specii tari, Neamt, Anul 2009, Mii metri cubi, 61.9
Diverse specii tari, Neamt, Anul 2010, Mii metri cubi, 63.4
Diverse specii tari, Neamt, Anul 2011, Mii metri cubi, 61.1
Diverse specii tari, Neamt, Anul 2012, Mii metri cubi, 62.9
Diverse specii tari, Neamt, Anul 2013, Mii metri cubi, 56.8
Diverse specii tari, Neamt, Anul 2014, Mii metri cubi, 48.7
Diverse specii tari, Neamt, Anul 2015, Mii metri cubi, 53.9
Diverse specii tari, Suceava, Anul 1990, Mii metri cubi, 42.6
Diverse specii tari, Suceava, Anul 1991, Mii metri cubi, 60.3
Diverse specii tari, Suceava, Anul 1992, Mii metri cubi, 54.5
Diverse specii tari, Suceava, Anul 1993, Mii metri cubi, 37.5
Diverse specii tari, Suceava, Anul 1994, Mii metri cubi, 36
Diverse specii tari, Suceava, Anul 1995, Mii metri cubi, 40.3
Diverse specii tari, Suceava, Anul 1996, Mii metri cubi, 36.2
Diverse specii tari, Suceava, Anul 1997, Mii metri cubi, 33.6
Diverse specii tari, Suceava, Anul 1998, Mii metri cubi, 46.6
Diverse specii tari, Suceava, Anul 1999, Mii metri cubi, 38.1
Diverse specii tari, Suceava, Anul 2000, Mii metri cubi, 38.3
Diverse specii tari, Suceava, Anul 2001, Mii metri cubi, 47.4
Diverse specii tari, Suceava, Anul 2002, Mii metri cubi, 31.8
Diverse specii tari, Suceava, Anul 2003, Mii metri cubi, 36.7
Diverse specii tari, Suceava, Anul 2004, Mii metri cubi, 52.1
Diverse specii tari, Suceava, Anul 2005, Mii metri cubi, 53
Diverse specii tari, Suceava, Anul 2006, Mii metri cubi, 51.4
Diverse specii tari, Suceava, Anul 2007, Mii metri cubi, 49.7
Diverse specii tari, Suceava, Anul 2008, Mii metri cubi, 60.5
Diverse specii tari, Suceava, Anul 2009, Mii metri cubi, 58.4
Diverse specii tari, Suceava, Anul 2010, Mii metri cubi, 54.8
Diverse specii tari, Suceava, Anul 2011, Mii metri cubi, 57.3
Diverse specii tari, Suceava, Anul 2012, Mii metri cubi, 53.1
Diverse specii tari, Suceava, Anul 2013, Mii metri cubi, 49.4
Diverse specii tari, Suceava, Anul 2014, Mii metri cubi, 48.8
Diverse specii tari, Suceava, Anul 2015, Mii metri cubi, 51.3
Diverse specii tari, Vaslui, Anul 1990, Mii metri cubi, 75.6
Diverse specii tari, Vaslui, Anul 1991, Mii metri cubi, 62.2
Diverse specii tari, Vaslui, Anul 1992, Mii metri cubi, 66.5
Diverse specii tari, Vaslui, Anul 1993, Mii metri cubi, 67.5
Diverse specii tari, Vaslui, Anul 1994, Mii metri cubi, 64.7
Diverse specii tari, Vaslui, Anul 1995, Mii metri cubi, 57.5
Diverse specii tari, Vaslui, Anul 1996, Mii metri cubi, 61.5
Diverse specii tari, Vaslui, Anul 1997, Mii metri cubi, 53.2
Diverse specii tari, Vaslui, Anul 1998, Mii metri cubi, 45.9
Diverse specii tari, Vaslui, Anul 1999, Mii metri cubi, 48.3
Diverse specii tari, Vaslui, Anul 2000, Mii metri cubi, 59.3
Diverse specii tari, Vaslui, Anul 2001, Mii metri cubi, 56.2
Diverse specii tari, Vaslui, Anul 2002, Mii metri cubi, 57.2
Diverse specii tari, Vaslui, Anul 2003, Mii metri cubi, 62.4
Diverse specii tari, Vaslui, Anul 2004, Mii metri cubi, 61.6
Diverse specii tari, Vaslui, Anul 2005, Mii metri cubi, 62.2
Diverse specii tari, Vaslui, Anul 2006, Mii metri cubi, 78.9
Diverse specii tari, Vaslui, Anul 2007, Mii metri cubi, 61.4
Diverse specii tari, Vaslui, Anul 2008, Mii metri cubi, 72.2
Diverse specii tari, Vaslui, Anul 2009, Mii metri cubi, 79.3
Diverse specii tari, Vaslui, Anul 2010, Mii metri cubi, 70.1
Diverse specii tari, Vaslui, Anul 2011, Mii metri cubi, 72.2
Diverse specii tari, Vaslui, Anul 2012, Mii metri cubi, 72.4
Diverse specii tari, Vaslui, Anul 2013, Mii metri cubi, 70
Diverse specii tari, Vaslui, Anul 2014, Mii metri cubi, 71.3
Diverse specii tari, Vaslui, Anul 2015, Mii metri cubi, 70.6
Diverse specii tari, Braila, Anul 1990, Mii metri cubi, 6.7
Diverse specii tari, Braila, Anul 1991, Mii metri cubi, 8.6
Diverse specii tari, Braila, Anul 1992, Mii metri cubi, 12.1
Diverse specii tari, Braila, Anul 1993, Mii metri cubi, 14.5
Diverse specii tari, Braila, Anul 1994, Mii metri cubi, 15.8
Diverse specii tari, Braila, Anul 1995, Mii metri cubi, 13.4
Diverse specii tari, Braila, Anul 1996, Mii metri cubi, 18.2
Diverse specii tari, Braila, Anul 1997, Mii metri cubi, 17.7
Diverse specii tari, Braila, Anul 1998, Mii metri cubi, 13
Diverse specii tari, Braila, Anul 1999, Mii metri cubi, 9.9
Diverse specii tari, Braila, Anul 2000, Mii metri cubi, 8.1
Diverse specii tari, Braila, Anul 2001, Mii metri cubi, 8.9
Diverse specii tari, Braila, Anul 2002, Mii metri cubi, 7.3
Diverse specii tari, Braila, Anul 2003, Mii metri cubi, 7.1
Diverse specii tari, Braila, Anul 2004, Mii metri cubi, 12
Diverse specii tari, Braila, Anul 2005, Mii metri cubi, 9.5
Diverse specii tari, Braila, Anul 2006, Mii metri cubi, 9.3
Diverse specii tari, Braila, Anul 2007, Mii metri cubi, 7.9
Diverse specii tari, Braila, Anul 2008, Mii metri cubi, 6
Diverse specii tari, Braila, Anul 2009, Mii metri cubi, 7.1
Diverse specii tari, Braila, Anul 2010, Mii metri cubi, 10.5
Diverse specii tari, Braila, Anul 2011, Mii metri cubi, 5.4
Diverse specii tari, Braila, Anul 2012, Mii metri cubi, 4.6
Diverse specii tari, Braila, Anul 2013, Mii metri cubi, 6.5
Diverse specii tari, Braila, Anul 2014, Mii metri cubi, 3.8
Diverse specii tari, Braila, Anul 2015, Mii metri cubi, 7.4
Diverse specii tari, Buzau, Anul 1990, Mii metri cubi, 43.6
Diverse specii tari, Buzau, Anul 1991, Mii metri cubi, 48.3
Diverse specii tari, Buzau, Anul 1992, Mii metri cubi, 49.6
Diverse specii tari, Buzau, Anul 1993, Mii metri cubi, 50.5
Diverse specii tari, Buzau, Anul 1994, Mii metri cubi, 48.8
Diverse specii tari, Buzau, Anul 1995, Mii metri cubi, 55
Diverse specii tari, Buzau, Anul 1996, Mii metri cubi, 56.4
Diverse specii tari, Buzau, Anul 1997, Mii metri cubi, 47.7
Diverse specii tari, Buzau, Anul 1998, Mii metri cubi, 41.2
Diverse specii tari, Buzau, Anul 1999, Mii metri cubi, 52.3
Diverse specii tari, Buzau, Anul 2000, Mii metri cubi, 49.4
Diverse specii tari, Buzau, Anul 2001, Mii metri cubi, 51.4
Diverse specii tari, Buzau, Anul 2002, Mii metri cubi, 46.1
Diverse specii tari, Buzau, Anul 2003, Mii metri cubi, 41.2
Diverse specii tari, Buzau, Anul 2004, Mii metri cubi, 48.6
Diverse specii tari, Buzau, Anul 2005, Mii metri cubi, 44.1
Diverse specii tari, Buzau, Anul 2006, Mii metri cubi, 56.1
Diverse specii tari, Buzau, Anul 2007, Mii metri cubi, 41.9
Diverse specii tari, Buzau, Anul 2008, Mii metri cubi, 35.9
Diverse specii tari, Buzau, Anul 2009, Mii metri cubi, 38.4
Diverse specii tari, Buzau, Anul 2010, Mii metri cubi, 46.2
Diverse specii tari, Buzau, Anul 2011, Mii metri cubi, 43.4
Diverse specii tari, Buzau, Anul 2012, Mii metri cubi, 52.6
Diverse specii tari, Buzau, Anul 2013, Mii metri cubi, 42.2
Diverse specii tari, Buzau, Anul 2014, Mii metri cubi, 39
Diverse specii tari, Buzau, Anul 2015, Mii metri cubi, 37.5
Diverse specii tari, Constanta, Anul 1990, Mii metri cubi, 11.3
Diverse specii tari, Constanta, Anul 1991, Mii metri cubi, 23
Diverse specii tari, Constanta, Anul 1992, Mii metri cubi, 22.1
Diverse specii tari, Constanta, Anul 1993, Mii metri cubi, 21.9
Diverse specii tari, Constanta, Anul 1994, Mii metri cubi, 24.3
Diverse specii tari, Constanta, Anul 1995, Mii metri cubi, 19.6
Diverse specii tari, Constanta, Anul 1996, Mii metri cubi, 31.2
Diverse specii tari, Constanta, Anul 1997, Mii metri cubi, 32.7
Diverse specii tari, Constanta, Anul 1998, Mii metri cubi, 27.9
Diverse specii tari, Constanta, Anul 1999, Mii metri cubi, 32.7
Diverse specii tari, Constanta, Anul 2000, Mii metri cubi, 31.8
Diverse specii tari, Constanta, Anul 2001, Mii metri cubi, 27.9
Diverse specii tari, Constanta, Anul 2002, Mii metri cubi, 23.4
Diverse specii tari, Constanta, Anul 2003, Mii metri cubi, 27.8
Diverse specii tari, Constanta, Anul 2004, Mii metri cubi, 21.2
Diverse specii tari, Constanta, Anul 2005, Mii metri cubi, 23.8
Diverse specii tari, Constanta, Anul 2006, Mii metri cubi, 21.2
Diverse specii tari, Constanta, Anul 2007, Mii metri cubi, 16.7
Diverse specii tari, Constanta, Anul 2008, Mii metri cubi, 21.6
Diverse specii tari, Constanta, Anul 2009, Mii metri cubi, 21.5
Diverse specii tari, Constanta, Anul 2010, Mii metri cubi, 20.2
Diverse specii tari, Constanta, Anul 2011, Mii metri cubi, 21
Diverse specii tari, Constanta, Anul 2012, Mii metri cubi, 22.6
Diverse specii tari, Constanta, Anul 2013, Mii metri cubi, 21.3
Diverse specii tari, Constanta, Anul 2014, Mii metri cubi, 18.8
Diverse specii tari, Constanta, Anul 2015, Mii metri cubi, 21.6
Diverse specii tari, Galati, Anul 1990, Mii metri cubi, 69.7
Diverse specii tari, Galati, Anul 1991, Mii metri cubi, 66
Diverse specii tari, Galati, Anul 1992, Mii metri cubi, 61.6
Diverse specii tari, Galati, Anul 1993, Mii metri cubi, 56.4
Diverse specii tari, Galati, Anul 1994, Mii metri cubi, 56.6
Diverse specii tari, Galati, Anul 1995, Mii metri cubi, 60.6
Diverse specii tari, Galati, Anul 1996, Mii metri cubi, 60.1
Diverse specii tari, Galati, Anul 1997, Mii metri cubi, 63.1
Diverse specii tari, Galati, Anul 1998, Mii metri cubi, 42
Diverse specii tari, Galati, Anul 1999, Mii metri cubi, 50.6
Diverse specii tari, Galati, Anul 2000, Mii metri cubi, 39.3
Diverse specii tari, Galati, Anul 2001, Mii metri cubi, 49.5
Diverse specii tari, Galati, Anul 2002, Mii metri cubi, 47.3
Diverse specii tari, Galati, Anul 2003, Mii metri cubi, 37.1
Diverse specii tari, Galati, Anul 2004, Mii metri cubi, 49.3
Diverse specii tari, Galati, Anul 2005, Mii metri cubi, 46.4
Diverse specii tari, Galati, Anul 2006, Mii metri cubi, 43.1
